ano,cod_municipio,nome_do_municipio,quantidade_de_matriculas,qt_salas_utilizadas,qt_salas_utiliza_climatizadas,qt_equip_multimidia,qt_equip_lousa_digital,qt_desktop_aluno,qt_tablet_aluno,qt_prof_pedagogia,qt_prof_gestao,qt_prof_saude,qt_prof_secretario,qt_prof_monitores,qt_escolas_com_agua_potavel,qt_escolas_com_energia_rede_publica,qt_escolas_com_esgoto_rede_publica,qt_escolas_com_lixo_servico_coleta,qt_escolas_com_banheiro_pne,qt_escolas_com_acessibilidade_rampas,qt_escolas_com_acessibilidade_sinal_visual,qt_escolas_com_orgao_conselho_escolar,qt_escolas_com_orgao_ass_pais_mestres,qt_escolas_com_orgao_gremio_estudantil,qt_escolas_com_banheiro_chuveiro,qt_escolas_com_biblioteca,qt_escolas_com_laboratorio_ciencias,qt_escolas_com_laboratorio_informatica,qt_escolas_com_quadra_esportes,ideb,media_alunos_turma,media_horas_aula,percentual_docente_curso_superior,pib_per_capita,populacao_residente,taxa_distorcao_idade_serie,grupo_1_adeq_form_docente,grupo_2_adeq_form_docente,grupo_3_adeq_form_docente,grupo_4_adeq_form_docente,grupo_5_adeq_form_docente,valor_da_producao_prod_origem_animal,area_plantada_ou_destinada_a_colheita_lavour,area_colhida_lavour,valor_da_producao_lavour,valor_da_producao_na_extracao_vegetal,efetivo_dos_rebanhos,baixa_regularidade,media_baixa_regularidade,media_alta_regularidade,alta_regularidade,nivel_1_esforco_docente,nivel_2_esforco_docente,nivel_3_esforco_docente,nivel_4_esforco_docente,nivel_5_esforco_docente,nivel_6_esforco_docente,nivel_1_gestao_escola,nivel_2_gestao_escola,nivel_3_gestao_escola,nivel_4_gestao_escola,nivel_5_gestao_escola,nivel_6_gestao_escola,valor_repassado_a_pcds_pelo_rmv,valor_repassado_a_idosos_pelo_rmv,valor_repassado_gestao_suas,valor_repassado_protecao_social_basica,valor_repassado_grupo_programas,transferencia_voluntarias_fundo_fundo,valor_total_repassado_via_fundo_municipal,valor_total_repassado_via_fundos_municipal_e_estadual,valor_repassado_gestao_programa_bolsa_familia_cadastro_unico,valor_repassado_crianca_feliz,valor_repassado_gestao_programa_auxilio_brasil,valor_repassado_protecao_social_especial_de_media_e_alta_complexidade,pessoas_com_deficiencia_beneficiarias_do_bpc,idosos_beneficiarios_do_bpc,valor_repassado_a_pcds_pelo_bpc,valor_repassado_a_idosos_pelo_bpc,total_de_beneficiarios_do_bpc,valor_total_repassado_ao_bpc,iptu,itbi,iss,irrf,fpm,cota_parte_icms,cota_parte_ipi_exp,cota_parte_ipva,cota_parte_iof_ouro,salario_educacao,pdde,pnae,pnate,convenios,operacao_de_creditos,contribuicao_na_formacao_do_fundef_fundeb_–_destinada,receita_recebida_na_redistribuicao_interna_do_fundeb_transferencia_de_recursos_do_fundeb,resultado_liquido_ganhos_ou_perdas_=_recebido_enviado,complementacao_da_uniao,receita_da_aplicacao_financeira_do_fundeb,vaaf,total_composicao_complementacao_fundeb,receitas_destinadas_ao_fundeb_fundo_estadual,receitas_recebidas_do_fundeb_fundo_estadual,valor_aplicado_em_mde,despesas_com_profissionais_da_educacao_basica,educacao_infantil,creche,pre_escola,ensino_fundamental,ensino_medio,ensino_profissional_nao_integrado_ao_ensino_regular,quota_do_salario_educacao,ideb_predito_referencia
2023,2210631,SEBASTIÃO LEAL,373,215,90,50,0,15,0,30,5,0,25,5,55,55,0,15,15,45,10,30,0,0,15,5,0,5,10,5.8,17.4,5.2,100.0,163047.99,4446,11.3,62.0,0.0,37.1,0.9,0.0,309,73419,73419.0,516230.0,605,31059,0.0,9.1,36.4,54.5,24.5,13.3,35.6,22.2,2.2,2.2,54.5,0.0,36.4,0.0,9.1,0.0,0.0,0.0,0.0,174273.92,12000.0,450000,727334.33,727334.33,32351.41,53109.0,5600.0,0.0,18.0,5.0,240570.0,74934.67,23.0,315504.67,21321.76,0.0,2779483.21,686437.68,13145919.56,13659954.67,1204.14,102089.33,0.0,68062.31,3300.0,96928.8,43852.96,478938.83,0.0,5197571.92,3976172.83,-1221399.09,1498932.69,0.0,0.0,1498932.69,5197571.92,3976172.83,8698254.63,5390143.7,1187224.74,668396.15,518828.59,7920765.99,0.0,0.0,68062.31,5.6763606
2023,2210656,SIGEFREDO PACHECO,565,320,125,60,0,30,110,20,5,0,20,0,75,75,5,45,20,25,10,60,0,0,5,5,5,5,0,6.1,14.5,4.1,65.2,10254.31,9460,3.2,37.5,12.0,6.3,9.6,34.6,1256,3131,3131.0,6014.0,1690,107792,0.0,20.0,66.7,13.3,34.9,4.3,8.7,47.8,0.0,4.3,13.3,20.0,26.7,20.0,20.0,0.0,0.0,0.0,0.0,188529.18,27223.9,510000,893598.15,893598.15,84195.3,70473.0,13176.77,0.0,70.0,16.0,1037052.84,239215.76,86.0,1276268.6,20325.98,11950.0,200628.16,2018896.05,13145919.56,1887909.45,407.98,158672.3,0.0,123404.0,3483.96,195466.6,90311.05,176307.11,0.0,2803632.31,7283349.42,4479717.11,4408940.09,23358.65,2224943.66,4408940.09,2803632.31,7283349.42,4472572.45,9212369.48,2519320.17,1179826.16,807270.64,11276479.15,0.0,0.0,123404.0,5.557588
2023,2210706,SIMÕES,1127,685,210,135,10,470,175,170,10,0,70,80,55,70,40,60,65,65,15,70,0,0,25,25,0,25,15,7.3,20.6,7.3,98.6,37844.46,14350,2.8,82.3,4.2,12.5,0.3,0.7,3843,6849,5599.0,41904.0,585,101079,0.0,14.3,64.3,21.4,16.2,30.0,22.5,26.3,2.5,2.5,40.0,13.3,13.3,26.7,6.7,0.0,141917.3,15768.0,0.0,214849.12,12000.0,500000,960420.67,960420.67,89285.54,128487.0,15799.01,0.0,164.0,20.0,2339710.36,329756.28,184.0,2669466.64,21169.83,24654.94,14886772.26,307722.1,21953156.18,16660253.83,459.7,435917.58,0.0,230359.88,139.94,1184169.85,550999.18,0.0,0.0,7239309.18,15587905.01,8348595.83,10444017.54,110280.49,5036108.82,10444017.54,7239309.18,15587905.01,14684419.51,18498746.62,3201365.78,2165909.43,1007025.54,29292242.57,0.0,0.0,230359.88,6.561869
2023,2210805,SIMPLÍCIO MENDES,813,610,135,135,5,165,160,120,40,0,50,0,85,85,15,85,40,55,0,75,0,10,40,50,0,10,35,6.7,19.1,7.1,98.0,17066.38,13870,1.7,81.9,0.0,15.6,0.0,2.5,7258,2239,2239.0,2350.0,1520,97887,0.0,58.8,29.4,11.8,46.8,22.6,14.5,14.5,1.6,0.0,26.3,36.8,21.1,15.8,0.0,0.0,91968.44,0.0,0.0,211059.92,28768.35,800000,1210323.28,1210323.28,86643.49,70623.0,13228.52,0.0,390.0,75.0,5846013.68,1063436.96,465.0,6909450.64,135180.7,103981.86,1549058.53,1457527.84,19748427.9,4275617.45,734.04,497222.62,0.0,172184.69,900.0,506004.8,148395.73,0.0,0.0,4412312.9,11375058.26,6962745.36,9583070.62,69998.65,3467948.29,9583070.62,4412312.9,11375058.26,8189537.44,15939187.47,5232986.87,1099978.9,3449945.98,20066359.68,0.0,0.0,172184.69,6.4793663
2023,2210904,SOCORRO DO PIAUÍ,269,215,0,90,5,35,55,45,10,0,35,30,40,40,0,30,20,15,0,35,0,0,10,0,0,10,5,4.9,13.3,8.0,94.7,12776.5,4141,13.0,70.2,0.0,25.7,0.0,4.1,1653,2217,2217.0,2465.0,113,30834,0.0,14.3,85.7,0.0,54.5,15.9,27.3,2.3,0.0,0.0,22.2,22.2,11.1,44.5,0.0,0.0,0.0,0.0,0.0,145866.22,12000.0,1400000,1675805.74,1675805.74,37246.76,74718.0,5974.76,0.0,26.0,7.0,385276.62,101245.12,33.0,486521.74,0.0,5443.52,501519.25,670936.78,13145919.56,1975287.34,210.98,33332.23,0.0,64336.09,0.0,172455.8,61605.94,0.0,0.0,2795509.7,4038983.28,1243473.58,1793525.9,0.0,1213842.21,1793525.9,2795509.7,4038983.28,5734930.24,4143595.14,900000.0,600000.0,300000.0,8030738.89,0.0,0.0,64336.09,5.129955
2023,2210938,SUSSUAPARA,374,230,90,50,0,80,145,115,0,0,15,5,45,45,0,45,35,40,5,5,0,0,40,20,0,0,5,5.2,15.6,8.4,100.0,13712.76,6220,16.3,71.1,0.0,28.9,0.0,0.0,1473,527,527.0,2873.0,260,30942,11.1,55.6,22.2,11.1,55.3,17.2,10.3,13.8,3.4,0.0,77.8,0.0,0.0,11.1,0.0,11.1,0.0,0.0,0.0,117177.51,20384.18,300000,567804.43,567804.43,45252.95,73656.0,7214.88,4118.91,48.0,10.0,620670.97,227214.65,58.0,847885.62,34538.81,2796.35,145358.23,301841.11,13439300.75,1601119.21,273.45,246324.29,0.0,69623.9,1.29,232429.75,100131.55,594787.36,0.0,2710014.23,4747152.21,2037137.98,3684447.24,69236.88,1434593.9,3684447.24,2710014.23,4747152.21,4033926.43,6004641.67,1655585.08,818358.13,837226.95,8484649.98,0.0,0.0,69623.9,5.091727
2023,2210953,TAMBORIL DO PIAUÍ,225,140,115,25,0,85,125,35,5,0,25,5,30,30,0,25,10,25,0,30,0,0,5,0,5,5,15,4.8,19.5,7.0,100.0,13270.12,2949,6.7,93.2,0.0,6.8,0.0,0.0,508,1669,1669.0,1135.0,128,39584,0.0,0.0,16.7,83.3,7.7,61.5,0.0,30.8,0.0,0.0,50.0,33.3,0.0,0.0,16.7,0.0,15768.0,0.0,0.0,195184.48,12000.0,350000,699310.48,699310.48,30800.0,105726.0,5600.0,0.0,5.0,0.0,74936.46,0.0,5.0,74936.46,0.0,4240.0,123505.7,558757.96,13145919.56,1434833.25,385.05,40529.89,0.0,52786.66,1380.0,154269.8,19345.82,0.0,0.0,2689366.27,3247982.53,558616.26,2548976.1,51078.21,977474.0,2548976.1,2689366.27,3247982.53,4026980.47,4949677.05,1558574.98,360292.99,1198281.99,5570491.58,0.0,0.0,52786.66,5.223746
2023,2210979,TANQUE DO PIAUÍ,208,125,5,25,5,55,70,40,10,0,20,0,40,40,0,30,15,10,0,35,0,0,0,0,0,5,5,6.6,15.6,4.5,100.0,19013.4,2316,11.1,62.5,0.0,23.8,13.7,0.0,316,2334,2334.0,13826.0,130,19823,0.0,25.0,50.0,25.0,7.6,7.7,38.5,38.5,7.7,0.0,25.0,50.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,137253.92,12000.0,250000,421276.81,421276.81,14000.0,0.0,5600.0,2422.89,13.0,2.0,164318.53,34177.2,15.0,198495.73,21536.68,29655.0,284752.6,452277.59,13145919.56,2014422.77,134.92,54652.35,0.0,39575.59,720.0,57950.2,35910.23,114104.46,0.0,2808280.13,2298099.01,-510181.12,694363.85,0.0,656112.79,694363.85,2808280.13,2298099.01,5729309.3,2962405.36,962446.96,164835.51,797611.45,4977193.03,0.0,0.0,39575.59,5.5088654
2023,2211001,TERESINA,39942,19460,14775,448240,165,9235,9615,2225,1675,215,2020,115,2325,2270,810,2285,1555,1350,130,1910,145,125,1235,660,210,545,1135,6.4,26.4,5.3,98.7,33994.07,866300,5.1,91.4,0.5,5.8,1.3,1.0,23339,6152,6152.0,37670.0,1056,3131426,4.3,20.6,61.1,14.0,16.3,19.7,38.5,20.9,3.0,1.6,11.0,50.9,17.0,14.4,5.4,1.3,10452204.86,181189.32,0.0,4912756.84,1448031.74,11500000,25324315.32,25324315.32,3251091.28,948551.28,463395.76,2800488.42,18834.0,12160.0,276740867.6,184109861.83,30994.0,460850729.43,141352685.04,41412579.01,424773452.59,241568804.6,963118774.97,531103619.18,205427.59,158048023.2,0.0,7274514.75,0.0,13666381.7,1123649.45,0.0,0.0,320679472.35,428954954.95,108275482.6,141452264.4,1946345.96,130714299.51,141452264.4,320679472.35,428954954.95,774454428.67,515518757.34,261265204.54,74541899.53,182229442.2,665987097.34,0.0,395913.5,7274514.75,6.2020054
2023,2211100,UNIÃO,3234,1610,340,205,444440,400,305,120,70,0,140,5,285,310,70,150,130,170,15,295,5,5,115,45,20,50,70,5.6,22.9,6.8,77.9,13207.62,46119,11.9,46.4,14.8,13.9,0.3,24.6,2848,11588,11588.0,85013.0,2635,241882,11.5,47.5,37.7,3.3,6.6,6.7,22.6,45.6,11.3,7.2,27.3,25.8,16.7,12.1,13.6,4.5,437435.94,15768.44,0.0,361064.03,64014.98,810000,1805935.59,1805935.59,286412.59,175932.0,43782.12,64729.87,1006.0,272.0,15090298.95,4332283.61,1278.0,19422582.56,160024.55,119486.0,4055152.32,8369101.31,43819731.84,21981028.54,3423.33,1056826.88,0.0,693103.85,1845.48,1951737.31,503582.48,626861.56,0.0,12437105.08,43104968.56,30667863.48,43501554.02,625007.78,13031421.55,43501554.02,12437105.08,43104968.56,21852022.2,61066138.15,19350502.58,8442154.87,10559821.4,75139440.28,0.0,0.0,693103.85,5.2583966
2023,2211209,URUÇUÍ,1928,860,545,230,45,735,15,155,5,25,80,20,135,135,20,75,40,70,0,110,5,10,50,30,15,30,30,4.7,24.0,4.1,92.9,167688.99,25203,14.2,44.7,8.6,38.1,0.0,8.6,34514,291772,291772.0,2435233.0,1618,453798,0.0,23.3,73.3,3.4,14.7,10.5,26.3,40.0,3.2,5.3,6.1,27.3,51.5,6.1,6.1,2.9,141913.32,27576.0,0.0,225840.58,23748.88,200000,657639.8,657639.8,98811.23,36255.0,8254.24,64729.87,466.0,183.0,7052232.68,2700952.07,649.0,9753184.75,44819.82,0.0,12604626.84,2167772.8,28512374.24,118380944.18,13183.84,252804.74,0.0,348315.78,14196.77,501932.37,6943.81,469830.86,0.0,29338931.61,19231102.77,-10107828.84,6897923.12,111929.74,5881767.46,6897923.12,29338931.61,19231102.77,49554141.84,24395862.27,6118509.11,5118509.11,1000000.0,42487731.26,0.0,0.0,348315.78,5.3308573
2023,2211308,VALENÇA DO PIAUÍ,1230,940,235,444580,30,640,175,60,60,5,65,10,110,110,0,75,60,100,10,105,5,15,75,25,20,25,60,4.6,18.6,4.8,85.9,17319.61,22279,13.8,62.5,0.2,22.7,0.2,14.4,44768,2316,2316.0,8518.0,219,755519,12.5,62.5,20.8,4.2,33.3,19.3,16.7,25.4,5.3,0.0,24.0,28.0,28.0,12.0,8.0,0.0,512490.6,47304.44,0.0,287336.17,35277.12,1610000,2419717.47,2419717.47,134294.72,224247.0,20123.39,108439.07,906.0,214.0,13664999.96,3268448.47,1120.0,16933448.43,574783.5,183253.13,2611661.87,2570783.18,26291839.09,5612907.91,1087.87,99236.9,0.0,243406.12,0.0,440331.8,198597.16,197604.91,0.0,4787863.35,13837582.09,9049718.74,9767504.35,0.0,4365677.58,9767504.35,4787863.35,13837582.09,6502410.06,16369243.24,4462517.51,3611160.76,831556.75,22402920.3,0.0,0.0,243406.12,5.010186
2023,2211357,VÁRZEA BRANCA,399,245,100,15,0,110,80,25,5,0,5,5,50,50,0,15,10,40,0,45,0,0,5,10,0,5,5,4.5,16.0,5.9,78.6,12036.82,5055,11.0,28.6,0.0,46.4,0.0,25.0,3655,3400,2260.0,2242.0,101,55001,11.1,22.2,66.7,0.0,14.8,0.0,18.5,59.3,7.4,0.0,36.4,18.2,27.3,9.1,9.0,0.0,0.0,0.0,0.0,133328.46,21087.45,1525000,1791951.88,1791951.88,36368.26,70197.0,5970.71,0.0,37.0,4.0,521894.89,52584.0,41.0,574478.89,2692.74,599.59,214793.83,818550.63,13145919.56,760177.62,151.73,53926.17,0.0,89398.6,923.66,221803.79,179384.75,18.78,0.0,2545294.2,5526336.48,2981042.28,4381326.79,99983.99,1667371.62,4381326.79,2545294.2,5526336.48,4526117.1,7453651.42,1997281.44,1119119.66,632121.87,10429082.08,0.0,0.0,89398.6,4.9985833
2023,2211407,VÁRZEA GRANDE,245,120,10,30,0,10,90,30,10,0,20,0,20,20,15,20,10,15,0,20,0,0,10,5,5,10,0,5.6,18.5,7.0,100.0,12375.88,4417,5.7,90.9,0.0,9.1,0.0,0.0,257,664,659.0,1887.0,246,29937,0.0,66.7,33.3,0.0,9.1,54.5,9.1,18.2,9.1,0.0,50.0,0.0,0.0,25.0,25.0,0.0,15768.0,0.0,0.0,153923.75,22521.59,3000000,3347255.17,3347255.17,34419.77,130731.0,5659.06,0.0,48.0,7.0,683437.5,102438.07,55.0,785875.57,22756.55,5121.34,218006.62,384694.84,13145919.56,759997.82,158.18,95795.48,0.0,55012.64,0.0,77538.2,27272.49,84780.44,0.0,2564524.44,3043354.64,478830.2,1172970.61,8809.8,932948.57,1172970.61,2564524.44,3043354.64,5027150.36,4047322.95,1764191.47,150553.6,1613637.87,5764484.83,0.0,0.0,55012.64,5.5741663
2023,2211506,VERA MENDES,228,185,35,35,0,25,170,30,5,0,25,0,20,40,0,25,15,20,0,40,0,0,15,5,0,0,10,4.9,11.4,6.6,95.5,12180.94,3185,11.8,75.0,0.0,16.1,0.0,8.9,1302,1442,1442.0,1538.0,27,47613,0.0,57.1,42.9,0.0,22.7,18.2,27.3,27.3,0.0,4.5,12.5,25.0,12.5,12.5,37.5,0.0,0.0,0.0,0.0,143718.89,12000.0,400000,592236.39,592236.39,30917.5,0.0,5600.0,0.0,15.0,3.0,176217.61,56472.0,18.0,232689.61,1459.72,6150.0,248989.08,532198.72,13145919.56,1117868.58,110.46,52498.99,0.0,59996.44,4080.0,131251.8,77986.63,0.0,0.0,2393432.89,3477621.8,1084188.91,1234972.54,4006.35,1066724.97,1234972.54,2393432.89,3477621.8,4846832.47,4000594.14,690239.46,402992.23,230991.13,6854111.01,0.0,0.0,59996.44,5.188343
2023,2211605,VILA NOVA DO PIAUÍ,159,190,115,15,0,90,10,35,5,0,25,0,25,25,5,25,20,25,0,25,0,0,10,10,0,10,10,7.1,13.1,10.6,100.0,14283.09,2935,5.0,53.8,1.3,36.3,8.6,0.0,475,2000,2000.0,1073.0,47,24028,20.0,60.0,20.0,0.0,50.0,0.0,22.2,22.2,0.0,5.6,20.0,20.0,0.0,40.0,20.0,0.0,0.0,0.0,0.0,142699.72,12000.0,1225000,1416099.72,1416099.72,30800.0,0.0,5600.0,0.0,22.0,2.0,282598.26,26328.4,24.0,308926.66,74952.7,780.0,69613.32,593830.89,13143891.85,409639.88,70.49,84476.93,0.0,30210.65,0.0,50196.6,61712.13,0.0,0.0,2393342.85,2694863.79,301520.94,1038446.06,12644.87,823773.72,1038446.06,2393342.85,2694863.79,3752832.48,3665601.81,880146.69,471695.91,322668.78,4761154.14,0.0,0.0,30210.65,5.9495525
2023,2211704,WALL FERRAZ,207,260,90,25,0,30,25,60,30,0,10,25,25,25,15,15,0,20,0,25,0,0,5,0,0,5,10,5.6,13.8,9.0,96.4,14324.63,4059,11.6,37.4,0.0,61.0,0.0,1.6,974,1494,1494.0,1362.0,931,45243,0.0,40.0,60.0,0.0,18.5,7.4,18.5,51.9,3.7,0.0,20.0,0.0,0.0,60.0,20.0,0.0,0.0,0.0,0.0,143882.12,12000.0,1493000,1690479.68,1690479.68,35997.56,0.0,5600.0,0.0,26.0,1.0,333896.64,15768.0,27.0,349664.64,11189.7,320.0,392317.62,1093583.88,13145919.56,1577970.93,146.98,76892.13,0.0,127744.1,214.27,256580.87,69474.6,532690.79,0.0,2724353.76,6869764.26,4145410.5,9101092.15,64309.77,2045757.33,9101092.15,2724353.76,6869764.26,4365447.75,11337814.32,5458445.54,2721542.81,2736902.73,12154439.48,0.0,0.0,127744.1,5.470858
